followers,engagement_rate,past_interactions,content_sentiment,posting_hour,account_age_days,num_hashtags,has_media,is_reply,impressions,is_viral
2625,0.0523,72,0.2311,19,143,2,1,1,2682,0
2048,0.0632,144,0.3789,8,1785,1,1,0,1600,0
493,0.0489,15,-0.1964,17,534,3,1,1,95,0
2485,0.0545,195,0.1408,7,2371,1,0,0,1568,0
675,0.0528,51,-0.5493,14,2895,1,0,0,69,0
1108,0.0501,40,-0.0844,7,503,4,1,0,386,0
36761,0.0302,1238,0.0296,11,2547,5,1,1,6042,0
20187,0.057,607,0.4802,15,276,3,1,0,40451,1
174,0.0556,13,0.6879,8,272,1,1,0,238,0
8050,0.051,420,0.2128,16,1943,0,1,1,1033,0
7789,0.0254,107,-0.2788,18,141,6,1,0,5316,0
228,0.0701,13,0.5261,18,664,4,1,0,355,0
7893,0.0546,248,0.8193,15,2320,5,1,0,7387,0
28804,0.0399,1026,0.6549,21,2481,0,1,0,52608,1
239,0.0558,15,0.3276,16,431,2,0,0,223,0
346,0.0606,20,0.3314,15,1824,1,1,1,64,0
11291,0.0656,654,0.6553,23,216,1,0,1,2414,0
2947,0.0304,55,0.4298,16,341,0,0,1,614,0
4878,0.0538,195,0.6862,10,837,1,1,0,8515,0
3337,0.0384,76,-0.2155,19,970,1,1,0,3565,0
3652,0.047,224,0.2608,10,233,1,0,0,4019,0
166,0.057,6,0.4455,17,4282,1,1,0,232,0
11910,0.0382,498,0.2388,10,101,3,0,1,3131,0
14842,0.0415,518,-0.2253,18,702,4,0,0,15180,0
1196,0.0403,34,0.277,8,809,1,0,1,110,0
1671,0.0606,115,0.1387,21,115,2,1,0,2547,0
114,0.0431,4,0.3753,9,2500,2,0,0,97,0
4562,0.0517,212,0.2362,23,317,1,0,1,1156,0
5062,0.0426,235,0.4367,17,733,2,1,0,3491,0
1616,0.0387,62,0.202,11,923,2,0,0,2418,0
13681,0.0439,482,0.4115,22,155,2,1,1,3034,0
990,0.0368,38,-0.0268,21,227,0,1,1,197,0
4995,0.0463,270,0.1927,8,3174,3,1,1,2804,0
288,0.0431,6,0.7125,10,622,1,0,0,127,0
1732,0.0548,91,0.723,20,44,4,1,0,1511,0
1321,0.042,30,0.3914,15,491,1,0,1,171,0
2712,0.0439,81,-0.2237,19,643,5,0,0,2458,0
929,0.0556,54,0.1483,10,828,3,1,1,322,0
1427,0.0432,84,0.1417,12,90,0,0,0,1274,0
7997,0.0435,480,0.4943,10,645,0,1,1,5099,0
823,0.038,17,0.0187,20,289,3,1,0,1622,1
100,0.0678,6,-0.4262,11,829,2,1,0,65,0
42161,0.0551,2513,0.6912,20,1103,7,1,0,120046,1
21733,0.068,955,0.2734,10,992,2,0,1,10745,0
176,0.0602,13,0.4317,7,2708,3,1,0,616,1
6257,0.0529,411,0.4236,19,5000,1,1,0,14100,1
731,0.0358,36,0.0837,10,214,1,0,0,1087,0
2905,0.0631,93,0.0217,15,453,4,0,0,4720,0
3070,0.0556,122,0.9359,19,1398,0,1,0,3310,0
1185,0.0468,73,0.0933,17,585,5,1,1,250,0
441,0.068,35,0.6237,11,43,2,1,0,492,0
521,0.0524,38,-0.0992,17,548,0,1,0,433,0
347,0.052,10,0.6402,9,2285,3,1,0,582,0
404,0.0607,26,0.1206,17,164,6,1,0,755,1
1602,0.0398,68,-0.2295,9,829,2,1,1,970,0
498,0.0654,17,0.552,9,98,2,0,0,697,0
6171,0.0345,215,0.3518,10,1587,4,0,1,1322,0
26292,0.0288,839,0.7916,19,846,1,0,0,29898,0
636,0.0451,19,0.2385,18,376,0,1,0,1061,0
2782,0.0559,120,0.5458,10,437,3,0,0,1636,0
4444,0.0402,203,-0.0679,20,148,3,1,1,6192,0
4228,0.0331,135,-0.0621,11,1821,2,1,0,3062,0
2072,0.0434,122,-0.0008,10,299,2,1,0,3673,0
6883,0.0443,257,-0.3602,7,1096,2,1,0,16631,1
4307,0.0347,114,0.3646,18,254,2,0,0,4094,0
194,0.0474,13,0.0964,9,5000,2,0,1,105,0
8642,0.0649,790,0.1956,7,3164,1,0,0,5366,0
8929,0.035,165,0.3708,7,5000,2,1,0,5382,0
457,0.0523,30,-0.0518,20,5000,3,0,1,179,0
1935,0.0461,54,0.3276,8,352,1,0,0,1117,0
6185,0.0409,133,0.3454,16,274,4,0,1,563,0
1240,0.0577,55,0.0852,15,5000,2,0,0,424,0
12473,0.0518,496,0.2545,18,577,2,0,0,34093,1
127385,0.0299,5028,0.0159,8,1530,1,1,0,150962,0
439,0.0433,23,0.7197,18,357,1,0,0,282,0
150,0.0727,16,-0.3735,10,363,3,1,0,545,1
3124,0.0469,177,0.2731,10,1525,3,1,0,6670,1
6626,0.0621,377,-0.2006,9,92,0,0,0,1571,0
1193,0.0292,41,0.7686,20,1455,1,1,0,1265,0
24732,0.0415,1538,0.678,11,1123,0,0,0,14068,0
162,0.0788,15,0.6547,18,391,1,1,0,612,1
6293,0.0415,329,-0.6474,11,681,1,1,0,4627,0
607,0.0521,45,0.5907,18,796,1,1,0,958,0
39929,0.0406,994,0.1422,19,843,2,0,1,34355,0
65285,0.0301,2364,0.525,9,1326,2,1,0,118819,1
454,0.0524,32,0.344,19,294,4,0,0,119,0
672,0.0506,49,0.0893,8,5000,1,0,1,126,0
8495,0.0375,226,0.469,19,541,3,1,0,9038,0
900,0.0651,58,0.6073,8,583,1,1,0,1440,0
1666,0.0549,108,0.3224,15,4650,2,1,0,1950,0
1892,0.0523,73,0.4354,11,106,2,1,1,1661,0
57,0.0718,4,0.2442,16,4602,2,1,0,62,0
1763,0.0475,63,0.5302,9,730,1,1,0,3405,1
522,0.0472,20,0.868,19,391,0,0,1,67,0
744,0.0475,33,0.3907,15,217,4,0,1,43,0
24307,0.0396,991,-0.0242,9,186,2,1,0,77126,1
188,0.0484,8,0.2419,10,472,1,0,0,214,0
7814,0.0391,303,0.2518,19,878,4,1,0,3694,0
1094,0.0468,40,0.3642,12,1239,1,0,1,177,0
1092,0.0733,52,0.6444,16,867,2,1,1,112,0
7500,0.0166,68,0.3578,16,399,0,1,0,2099,0
3334,0.0458,106,0.454,11,2538,0,1,0,4574,0
5049,0.0631,344,0.2863,9,5000,0,1,0,12805,1
10329,0.0442,587,0.1143,18,2964,4,0,0,4971,0
995,0.0599,39,0.063,8,464,2,1,0,2376,1
600,0.0554,20,-0.0147,7,1098,3,1,0,465,0
256,0.0511,16,-0.0141,11,1171,4,1,0,561,1
409,0.0335,11,0.1188,19,3306,2,1,0,550,0
365261,0.0308,16340,-0.5191,8,474,3,1,0,315858,0
16990,0.0333,686,0.0247,18,253,1,0,1,4360,0
158,0.0517,6,0.5475,18,2066,1,1,1,85,0
167,0.0545,7,0.42,17,998,3,0,0,244,0
4304,0.064,281,-0.1732,17,219,6,1,1,1236,0
4841,0.0701,196,0.3552,7,1346,2,1,0,2560,0
4856,0.0482,144,0.6394,11,4180,5,1,0,9625,1
1142,0.0472,36,-0.2157,11,332,2,1,0,969,0
1442,0.0391,71,0.5574,17,272,3,1,0,1479,0
3262,0.0523,173,0.7335,9,685,3,1,1,2856,0
2110,0.0672,72,-0.1103,21,1313,1,1,0,4803,1
50,0.0618,3,0.1805,9,617,2,0,0,65,0
1195,0.0279,30,-0.273,9,2068,3,0,0,704,0
390,0.0628,24,-0.1634,16,863,2,1,1,82,0
2478,0.0586,103,0.4164,8,1829,1,1,0,4283,0
389830,0.0126,5185,0.3693,17,323,0,1,0,116684,0
3503,0.0491,254,0.6448,16,194,2,0,0,948,0
1028,0.0568,33,-0.0504,11,473,2,1,0,2383,1
9501,0.0426,317,0.0596,20,173,2,0,0,5031,0
4310,0.0386,123,0.8737,19,1001,6,1,0,6838,0
3851,0.0571,164,0.6595,19,88,1,0,0,7003,1
5390,0.0416,197,0.6896,17,422,2,0,0,2996,0
73260,0.0203,1964,0.2672,8,499,4,1,0,56673,0
236,0.0376,12,0.0192,20,233,2,0,0,61,0
4240,0.0592,176,0.2337,20,489,2,0,0,5707,0
341,0.0628,22,0.9409,10,667,1,1,1,354,0
4914,0.0469,261,0.1326,19,2366,4,1,0,7391,0
345,0.0522,18,-0.1708,9,234,1,0,0,267,0
852,0.0477,37,0.4468,6,950,0,0,0,217,0
1062,0.0414,30,-0.2299,9,1159,3,0,0,827,0
10472,0.0387,400,0.5811,19,651,2,0,0,11877,0
9444,0.0222,188,0.5087,9,404,0,0,1,1593,0
192,0.0516,12,0.3632,9,212,2,1,0,343,0
1995,0.0465,117,-0.5046,9,4440,4,1,1,893,0
504,0.0612,19,-0.5441,19,715,1,1,0,1147,1
187,0.0587,6,0.3621,21,485,1,1,0,153,0
1223,0.0595,102,0.2857,21,5000,0,0,1,207,0
1037,0.0657,70,0.6569,18,830,2,0,0,691,0
142641,0.0431,8349,0.4853,10,5000,1,0,1,63358,0
3941,0.0516,113,0.7841,6,161,2,1,0,3758,0
151,0.06,9,0.2382,7,524,3,0,0,59,0
654,0.0443,30,-0.2055,18,169,4,1,1,557,0
11367,0.05,774,0.1388,16,588,4,0,0,6230,0
77590,0.0518,2400,-0.1765,20,585,5,1,0,37574,0
104,0.0648,4,0.2644,9,420,3,1,0,201,1
61,0.0827,4,-0.0381,21,701,0,1,0,51,0
52456,0.0213,1524,0.449,9,441,2,1,1,24488,0
3645,0.0357,186,0.2277,7,595,2,0,0,1241,0
378,0.0648,36,0.7349,8,312,1,0,0,155,0
4733,0.0488,336,-0.2601,18,2815,2,0,0,4057,0
50,0.0774,1,0.5186,11,219,4,1,0,225,1
1819,0.0498,49,0.5633,9,822,3,1,0,3777,1
3261,0.039,82,0.0176,6,201,0,1,0,2890,0
9544,0.0412,333,0.3655,12,288,2,0,0,7174,0
291,0.042,16,0.2402,10,321,0,1,0,211,0
2109,0.0381,111,-0.2741,23,583,1,1,0,1589,0
341,0.0664,15,0.6879,10,792,1,1,0,646,1
2863,0.0569,182,0.3548,9,219,1,1,1,1666,0
360,0.0601,30,0.5778,18,439,0,0,1,96,0
867,0.0357,29,0.3364,23,246,1,1,1,360,0
301,0.0536,9,0.442,7,236,0,1,0,204,0
5837,0.0331,184,-0.0103,18,2066,3,1,0,20729,1
8477,0.0556,412,0.6811,11,165,0,1,0,18836,1
1185,0.0458,58,-0.2068,17,716,1,1,0,1355,0
1936,0.0389,70,0.8397,16,3633,1,1,1,483,0
133,0.0607,4,0.049,18,2221,5,1,0,248,1
1054,0.0458,72,-0.3577,9,1017,6,0,0,817,0
1651,0.0652,112,-0.01,11,654,2,1,0,3325,1
202283,0.0238,4683,0.6116,9,1389,1,1,0,363740,0
244,0.044,15,0.5147,7,962,3,1,0,573,1
25223,0.0179,296,0.6558,11,2759,4,1,1,7086,0
10876,0.0425,318,0.4796,7,581,2,1,0,6311,0
2996,0.0424,165,0.2685,15,1810,2,1,1,468,0
42852,0.023,751,0.1784,23,480,1,1,0,19494,0
3532,0.0592,271,0.5831,16,4418,2,0,1,1566,0
3642,0.0539,151,-0.0691,10,565,3,1,0,3116,0
1643,0.0501,43,0.5817,10,131,1,1,0,10442,1
16357,0.0548,912,0.5079,23,718,1,0,0,16206,0
13012,0.0487,441,0.4341,9,1428,0,0,1,4130,0
586,0.0463,34,0.0481,9,3390,0,1,0,997,0
168,0.0491,9,0.1824,8,245,0,0,0,143,0
1254,0.0596,106,0.1795,10,116,0,1,1,571,0
428,0.0597,32,-0.3695,16,1093,1,1,0,800,1
1612,0.0522,57,0.5811,10,1059,1,1,1,991,0
16770,0.0326,711,-0.2198,18,162,0,0,0,6248,0
793,0.0594,53,-0.0106,12,478,4,0,0,570,0
1673,0.0428,83,0.6984,17,500,3,1,0,2864,0
2007,0.0486,129,0.7104,22,1514,2,1,0,964,0
8326,0.0584,521,0.5447,9,439,2,0,0,17034,1
50,0.0577,2,-0.2577,8,430,3,1,0,55,0
606,0.0386,26,0.3794,12,745,4,1,0,293,0
2644,0.038,80,0.3541,8,167,3,1,1,1911,0
15680,0.0513,549,0.1489,13,4450,3,1,0,7556,0
745,0.0561,46,-0.0075,11,1692,3,1,0,1233,0
61,0.0622,2,0.3709,8,329,3,0,0,38,0
5516,0.0404,129,0.5501,21,217,2,1,0,17127,1
576,0.0594,17,0.0145,9,235,3,0,1,266,0
212,0.0501,11,0.1926,8,1196,3,1,0,393,1
587,0.0575,29,0.8135,10,242,2,0,0,995,0
1297,0.044,71,-0.1368,19,518,1,0,0,523,0
608,0.0454,24,0.3419,10,122,3,1,1,370,0
50,0.0579,2,0.855,9,1142,2,0,0,79,0
9088,0.0398,327,0.5061,9,1186,0,0,0,5337,0
17939,0.0403,832,0.5867,15,553,2,0,1,3158,0
5841,0.0477,238,0.1283,8,807,5,1,1,1305,0
233,0.0213,7,0.3686,7,1474,2,1,0,237,0
1258,0.0434,78,0.7639,12,785,3,1,1,302,0
1786,0.0461,111,0.5404,10,1452,3,1,0,3570,1
5312,0.0607,458,0.4076,18,206,1,0,0,12488,1
6021,0.0344,196,0.1666,8,971,1,1,1,2850,0
482,0.0569,28,0.2075,12,807,0,0,0,305,0
2095,0.0644,167,0.5142,9,2212,1,0,0,2990,0
4117,0.0336,165,0.3247,11,685,1,1,0,8433,1
24846,0.0435,1501,0.039,20,603,2,0,0,20556,0
6426,0.0369,288,0.5455,17,381,3,0,0,5069,0
7482,0.0393,440,0.6653,9,2954,2,1,0,18330,1
2102,0.0414,73,0.3536,18,63,3,1,0,1822,0
22898,0.0325,992,0.0495,9,1108,4,1,0,16921,0
3780,0.0743,336,0.5537,9,651,4,1,0,5017,0
383,0.0646,29,0.2638,8,553,2,1,0,661,0
22608,0.0509,950,-0.0695,9,478,0,0,0,16117,0
6350,0.0499,407,0.7915,19,629,5,1,0,6434,0
814,0.0371,42,0.4579,8,1073,4,0,0,181,0
762,0.0574,31,0.0004,7,300,1,1,0,872,0
3083,0.0586,203,-0.2292,18,761,2,1,0,7620,1
4161,0.0381,141,0.1067,17,944,0,1,1,1009,0
2578,0.0582,223,0.4579,9,256,2,0,1,867,0
3166,0.0548,169,0.178,16,1100,1,1,0,5595,0
38558,0.0563,1580,0.5242,18,952,4,0,0,85114,1
12441,0.0381,418,0.323,23,299,2,1,0,15354,0
2548,0.0377,110,0.1106,18,202,3,1,0,6069,1
9841,0.0396,224,0.1007,19,295,1,0,0,6042,0
281,0.0718,22,0.0647,10,761,2,0,0,362,0
3700,0.0289,152,0.1284,9,616,3,0,0,5343,0
46945,0.0163,1032,-0.0679,12,2680,2,0,0,13212,0
1221,0.0525,36,-0.0467,7,460,2,1,0,369,0
393,0.0517,30,-0.0168,16,273,4,1,0,261,0
559,0.0548,36,0.3315,9,1283,0,1,0,397,0
254,0.0673,11,0.2771,11,249,1,1,0,434,0
440,0.0501,11,0.5951,20,301,0,1,0,688,0
928,0.0339,21,0.5784,9,305,6,1,0,1605,0
144,0.0805,15,0.3059,8,33,1,1,1,67,0
1859,0.0399,38,0.3657,11,1172,1,0,0,1532,0
9173,0.0329,221,0.5858,19,1702,0,1,0,6510,0
352,0.0676,29,-0.1846,7,1663,0,1,0,521,0
27853,0.0352,1065,0.4472,17,4382,3,1,0,29573,0
4534,0.0457,265,0.4216,19,3001,3,0,0,3846,0
11556,0.0474,682,0.6393,18,476,3,1,0,21478,1
553,0.0656,19,0.2052,13,2016,2,1,1,252,0
8418,0.0405,474,0.6235,19,603,2,1,0,14873,0
253,0.0731,13,0.0172,19,434,2,1,1,165,0
8977,0.0222,210,0.784,20,312,4,1,1,4100,0
2463,0.0564,158,0.4805,11,508,1,1,0,6187,1
4894,0.0376,123,0.6293,20,924,1,1,0,6490,0
217,0.0722,23,-0.0893,10,3232,0,1,0,321,0
360,0.0579,20,0.4942,11,1378,3,1,0,204,0
5297,0.039,115,0.6839,18,307,3,1,0,6281,0
327,0.0635,29,0.09,11,234,1,1,0,208,0
4162,0.0556,251,0.4576,10,1174,2,1,0,9788,1
154,0.0662,12,0.2487,9,1639,2,1,0,206,0
8322,0.0336,286,0.2247,8,2269,0,0,0,1464,0
196,0.054,14,0.2918,12,508,0,0,0,111,0
4886,0.046,119,-0.0813,20,1063,1,1,0,9423,1
5575,0.0451,193,0.3895,9,1565,1,1,0,4033,0
515,0.0625,31,-0.0299,12,172,2,0,0,431,0
5154,0.0257,76,0.5152,18,878,1,0,1,567,0
2889,0.0515,179,0.5508,20,1643,4,1,0,4680,0
685,0.051,31,0.2879,13,1108,1,1,1,298,0
294,0.0489,11,0.5485,10,613,3,0,0,142,0
52,0.0567,1,0.8226,9,5000,3,1,0,204,1
3392,0.0453,187,0.3092,15,4584,2,1,1,2189,0
108,0.0252,3,0.2052,9,671,2,0,0,75,0
2146,0.0423,81,0.0765,13,550,1,1,1,972,0
1125,0.0431,51,0.3605,9,1339,1,1,0,1414,0
6139,0.0504,225,-0.1252,19,627,5,1,1,1189,0
1049,0.0441,51,0.3493,20,2372,5,0,0,1201,0
999,0.0502,25,0.1358,19,187,1,1,0,1508,0
6750,0.0602,401,-0.0125,12,522,3,0,0,4149,0
3304,0.0575,217,-0.0496,18,1319,2,1,0,9166,1
3194,0.0567,257,0.0135,11,1814,3,0,1,2539,0
4207,0.0416,154,-0.1489,18,151,0,1,0,2809,0
113,0.0665,9,0.5747,11,256,3,0,0,143,0
7060,0.0422,327,-0.3179,8,124,1,1,1,1623,0
5444,0.0436,338,-0.1902,11,277,4,1,0,5436,0
290,0.0614,15,0.5854,8,185,1,0,1,54,0
1165,0.0458,43,-0.0714,10,1140,0,0,1,159,0
1684,0.0652,152,0.6532,20,836,1,1,0,2092,0
1419,0.0494,38,-0.2975,9,570,3,0,1,209,0
3297,0.0538,112,0.6831,18,682,1,0,0,3090,0
23776,0.0543,751,0.1942,11,2195,1,1,0,52059,1
12672,0.0525,894,0.5516,15,234,1,0,0,2969,0
170,0.0453,3,0.0166,17,96,3,1,1,98,0
5539,0.05,376,-0.0891,15,1353,2,1,0,5082,0
19773,0.0489,920,0.3395,21,449,3,1,1,4158,0
3627,0.0561,102,0.5485,10,240,2,0,0,5336,0
12884,0.031,360,-0.0592,10,1157,3,1,0,38729,1
67648,0.0289,1344,-0.3096,16,92,2,0,0,35510,0
11414,0.0526,674,0.1945,16,282,3,0,0,17990,0
2832,0.0406,135,-0.065,10,61,1,1,1,732,0
11862,0.0395,462,0.4427,21,861,3,1,0,13781,0
2346,0.0647,82,0.423,10,3208,3,1,1,626,0
1887,0.0493,107,-0.1785,22,374,2,1,0,1545,0
960,0.0453,58,0.656,12,301,0,0,0,1179,0
30156,0.03,1102,0.4529,10,3962,1,0,0,39159,0
414,0.0592,32,0.4074,10,1245,0,0,0,293,0
28517,0.0256,512,0.3523,15,5000,2,1,1,8645,0
4445,0.0439,271,0.3863,8,781,3,0,0,958,0
145,0.0634,7,0.6249,7,834,0,0,0,99,0
3504,0.0603,108,0.7181,19,2820,1,0,0,5851,0
50,0.0709,4,0.4209,20,573,2,1,0,59,0
5574,0.0384,308,0.443,22,851,1,1,1,859,0
8896,0.0554,569,0.4075,7,59,4,0,1,1637,0
622,0.0513,23,-0.1009,9,3780,4,0,0,284,0
2258,0.0368,62,0.4552,18,983,3,0,0,5975,1
60930,0.0342,2014,0.4067,23,597,2,1,0,68042,0
727,0.068,69,0.351,11,1648,1,1,0,1879,1
268,0.0593,10,0.624,22,204,3,0,0,152,0
26029,0.0395,1361,-0.1494,18,383,2,1,0,53174,1
61861,0.0522,2557,0.5732,18,1156,2,1,1,61325,0
1820,0.0357,84,-0.0978,19,695,6,1,1,556,0
11166,0.0299,473,0.4379,19,1039,2,1,0,10455,0
20224,0.0242,453,-0.2671,8,853,1,1,0,7970,0
475,0.0591,24,0.4437,8,1249,1,1,0,341,0
754,0.0552,54,0.8823,18,177,1,1,0,536,0
16573,0.0566,965,0.1117,19,2387,1,1,0,27706,0
37534,0.0403,1791,0.4127,20,409,1,0,0,36185,0
4980,0.0419,234,0.4267,9,704,1,0,1,702,0
371,0.0563,13,0.3112,11,364,0,1,0,626,0
64647,0.0369,3205,-0.1255,7,498,4,1,0,20613,0
695,0.0371,17,0.3495,8,836,2,0,1,153,0
989,0.0795,112,0.1972,10,1387,0,1,0,1013,0
3348,0.0527,132,0.5039,17,1637,2,1,0,2324,0
29658,0.0409,1497,0.5704,17,1025,0,0,0,12630,0
8409,0.05,329,0.5241,9,366,0,1,0,17546,1
3815,0.0541,168,0.7063,8,962,1,0,0,2543,0
4162,0.0453,152,0.1441,15,845,3,1,0,7682,1
1955,0.0434,105,0.6925,16,705,5,1,0,1313,0
4937,0.052,271,0.319,10,1134,5,1,0,9802,1
50,0.0681,4,0.4297,14,185,4,0,1,10,0
1060,0.044,37,0.6219,9,87,5,1,0,1144,0
2791,0.0625,207,0.1813,16,2186,1,0,0,1412,0
227,0.0612,17,0.3111,18,583,2,0,1,65,0
3624,0.0545,128,0.4957,8,1008,3,1,0,2108,0
1251,0.0654,73,0.716,15,279,3,0,0,2405,1
42610,0.0376,1573,0.1711,11,2350,2,0,0,64391,0
30682,0.0418,1098,-0.1627,17,943,2,1,0,39363,0
781,0.0615,39,0.3352,9,555,0,1,0,891,0
1378,0.0438,71,0.4012,17,885,1,1,0,778,0
1582,0.0511,57,-0.4338,10,116,0,1,1,1931,0
801,0.0545,52,0.5683,10,965,2,0,0,468,0
2568,0.039,143,-0.458,16,2941,1,0,0,962,0
461,0.0786,38,0.307,10,911,0,1,0,798,0
236,0.0441,11,0.4998,18,801,2,0,0,218,0
5546,0.0325,102,0.1267,11,484,2,0,0,4005,0
5614,0.0586,448,0.4882,10,1964,2,1,0,11826,1
425,0.0629,21,0.4136,11,2277,1,0,0,252,0
9060,0.0333,336,0.296,11,431,1,1,0,15625,0
580,0.0606,51,0.429,18,952,1,1,1,271,0
2851,0.0629,196,0.4112,17,839,1,0,1,191,0
7915,0.0438,424,0.6569,16,994,0,1,1,2408,0
1701,0.0762,122,0.443,18,307,5,1,1,850,0
4099,0.0295,67,0.4813,10,2085,4,1,0,3946,0
713,0.0607,56,-0.2548,17,1170,1,0,0,254,0
1269,0.0631,42,0.5233,7,2213,1,1,0,1821,0
1248,0.0604,90,0.1297,17,218,1,1,0,889,0
471,0.0533,13,0.1243,9,231,5,0,0,717,0
1315,0.0484,86,-0.0944,10,5000,1,0,0,1063,0
111,0.0656,4,0.1532,20,2094,3,1,0,137,0
746,0.0617,46,0.257,8,294,1,1,0,528,0
1082,0.0581,68,-0.0067,11,1584,2,1,0,1515,0
1140,0.0622,67,0.5589,17,417,1,1,0,268,0
1170,0.0415,40,0.2396,23,121,3,0,0,1301,0
1617,0.0482,75,0.3336,8,81,0,1,0,835,0
4285,0.0371,129,0.3795,18,650,0,1,1,1306,0
8726,0.0398,326,0.3489,10,3167,4,0,0,4731,0
561,0.0648,31,0.3381,7,3045,1,0,0,378,0
207,0.0597,13,0.2618,9,2345,1,0,0,181,0
277,0.0836,17,0.3525,14,1525,1,0,0,149,0
752,0.0554,62,0.1246,19,913,0,0,0,562,0
959,0.0531,50,0.0131,8,2104,2,1,0,864,0
452,0.0566,17,0.1532,10,89,1,1,1,271,0
175,0.0529,9,0.5737,8,1789,0,0,0,147,0
795,0.0527,57,0.3626,12,216,4,1,1,373,0
2506,0.06,78,-0.3806,10,267,1,0,1,1027,0
5276,0.0469,291,0.3554,18,1333,4,1,0,8751,0
662,0.0461,31,-0.029,9,1683,0,1,0,505,0
859,0.0437,25,0.2466,10,361,1,0,1,402,0
341,0.0522,23,0.604,17,1269,2,1,0,338,0
1708,0.051,75,0.2667,20,1167,0,0,1,803,0
392,0.068,21,-0.3739,11,487,0,1,1,275,0
5072,0.0325,218,0.5551,21,775,3,1,0,9355,1
72,0.0596,4,0.607,22,5000,3,1,0,61,0
946,0.054,71,0.25,23,501,0,1,0,1358,0
3108,0.0295,103,0.165,21,519,4,1,0,17394,1
2517,0.0403,125,0.5394,20,772,1,1,0,3049,0
230374,0.0238,7331,-0.206,10,553,2,1,0,160941,0
3393,0.0395,74,0.2614,20,1466,1,1,0,5236,0
296,0.0591,22,0.0288,10,2890,2,0,0,342,0
1522,0.0491,83,0.1715,8,519,3,0,0,1160,0
73,0.0572,2,-0.3791,10,282,0,0,0,70,0
1563,0.0549,86,0.4872,9,4792,1,0,0,2616,0
403,0.0732,17,-0.3134,18,749,2,1,1,117,0
9392,0.0598,694,-0.119,17,120,3,0,0,4137,0
672,0.0347,24,0.7392,19,4282,1,1,0,833,0
1465,0.0566,120,0.6185,10,2051,5,1,0,1619,0
575,0.0528,20,0.153,10,3298,0,1,0,1814,1
41354,0.039,1785,-0.1264,22,2791,2,0,1,9972,0
1014,0.0483,34,0.3217,8,5000,0,0,0,254,0
48952,0.038,2071,0.3402,13,235,2,1,0,55691,0
7828,0.0457,436,0.5502,9,300,2,1,1,7088,0
4305,0.0407,214,0.5663,11,406,3,1,0,13345,1
3511,0.0384,177,0.4052,20,395,1,0,0,2083,0
3673,0.0427,212,0.2122,9,752,3,1,0,6681,1
56,0.0662,2,0.1632,19,407,2,1,0,57,0
1094,0.058,53,0.0509,20,202,3,1,0,2148,1
8277,0.0524,515,0.2259,22,277,1,1,0,4919,0
1655,0.0454,75,0.5631,21,495,1,1,0,1119,0
144,0.0629,6,0.4211,12,2088,3,1,0,118,0
1645,0.06,103,0.4458,8,374,2,1,0,2702,0
38847,0.0494,1740,0.4694,11,1495,2,1,0,62389,0
17058,0.0404,613,0.0887,10,177,1,1,0,19623,0
1617,0.0482,102,0.536,21,30,3,1,1,3578,1
10022,0.0451,409,-0.3796,18,582,0,1,0,8812,0
934,0.0411,20,-0.0854,10,361,6,1,0,494,0
84,0.0603,2,-0.1032,19,275,1,0,0,163,1
342,0.0641,29,-0.0475,19,244,6,0,1,96,0
30127,0.0452,1987,0.5682,8,327,1,1,0,19743,0
1104,0.0493,64,0.361,10,247,2,1,0,1975,0
1166,0.0539,54,0.0715,10,271,2,1,0,3534,1
1053,0.0439,66,0.62,9,170,3,0,1,331,0
55683,0.0433,2805,0.5322,14,79,0,0,0,25600,0
33749,0.0375,1702,0.229,21,73,2,1,0,79896,1
98106,0.0313,3882,-0.0059,18,5000,2,0,0,124125,0
1357,0.0475,56,0.3218,10,624,0,1,0,2301,0
3078,0.0472,142,0.3315,17,3055,1,0,1,620,0
117,0.0564,4,0.3483,19,556,3,1,0,233,1
25809,0.0459,939,0.1792,20,575,5,1,1,9795,0
220,0.0545,15,0.1083,20,903,1,1,0,649,1
2670,0.0644,239,0.1577,21,1261,2,1,1,2016,0
250,0.0726,22,0.5332,19,191,4,1,0,481,1
626,0.0453,27,-0.194,11,454,1,1,0,504,0
400,0.0567,13,0.4683,10,902,2,1,0,742,1
605,0.0479,16,-0.07,8,96,1,1,0,289,0
685,0.0506,30,0.6384,11,2434,2,1,0,807,0
673,0.074,47,-0.185,17,1925,1,0,1,74,0
8103,0.0409,367,0.5717,19,81,6,1,0,12847,0
247,0.0615,7,-0.2053,18,276,2,0,1,56,0
2689,0.0538,215,-0.0543,17,738,1,1,0,2234,0
16192,0.0312,436,0.3972,10,1543,3,1,0,16596,0
717,0.0451,43,-0.1828,8,3059,4,1,0,567,0
496,0.0431,22,-0.2471,9,351,1,1,1,373,0
1193,0.0428,32,0.5123,9,5000,1,0,0,594,0
15115,0.013,255,0.3399,18,633,3,1,0,29434,1
2564,0.054,167,0.3444,16,531,3,1,1,670,0
694,0.0744,53,0.4339,13,1166,2,1,1,158,0
4319,0.048,210,0.0824,17,907,1,0,0,2048,0
248,0.0438,6,0.1108,22,858,1,0,1,75,0
6163,0.0387,275,0.6177,12,4895,1,0,0,5622,0
3772,0.0425,226,0.9033,20,851,3,1,0,3058,0
1038,0.042,25,0.0221,14,248,3,0,0,544,0
399,0.0646,19,-0.247,10,287,3,0,1,48,0
366,0.0645,33,0.4561,10,2900,1,1,0,331,0
